Home Team,Away Team,Start Time,Player Type,Player Name,Strikeouts,Walks,Strikes,Single,Double,Triple,Home Runs
Detroit Tigers,Houston Astros,Fri Apr 05 2024 04:13:33 GMT-0700 (Pacific Daylight Time),Hitter,Charlene Padberg,,,,1,0,2,1
Detroit Tigers,Toronto Blue Jays,Sat Apr 06 2024 04:30:29 GMT-0700 (Pacific Daylight Time),Pitcher,Tasha Powlowski,3,5,11,,,,
Detroit Tigers,Toronto Blue Jays,Sat Apr 06 2024 04:30:29 GMT-0700 (Pacific Daylight Time),Hitter,Curtis Gleason,,,,4,3,2,1
Detroit Tigers,Toronto Blue Jays,Sat Apr 06 2024 04:30:29 GMT-0700 (Pacific Daylight Time),Hitter,Jermaine Balistreri,,,,5,1,1,2
Detroit Tigers,Toronto Blue Jays,Sat Apr 06 2024 04:30:29 GMT-0700 (Pacific Daylight Time),Hitter,Charlie Herman,,,,2,0,1,1
Detroit Tigers,Toronto Blue Jays,Sat Apr 06 2024 04:30:29 GMT-0700 (Pacific Daylight Time),Pitcher,Jesse Kuhic,14,4,2,,,,
Detroit Tigers,Cleveland Guardians,Mon Apr 08 2024 22:28:30 GMT-0700 (Pacific Daylight Time),Pitcher,Preston Hilpert,14,1,14,,,,
Detroit Tigers,Cleveland Guardians,Mon Apr 08 2024 22:28:30 GMT-0700 (Pacific Daylight Time),Pitcher,Ricky Klocko,10,4,16,,,,
Detroit Tigers,Cleveland Guardians,Mon Apr 08 2024 22:28:30 GMT-0700 (Pacific Daylight Time),Pitcher,Andy Jerde II,0,2,15,,,,
Detroit Tigers,Cleveland Guardians,Mon Apr 08 2024 22:28:30 GMT-0700 (Pacific Daylight Time),Hitter,Miss Sheldon Harber,,,,2,1,2,2
Detroit Tigers,Cleveland Guardians,Mon Apr 08 2024 22:28:30 GMT-0700 (Pacific Daylight Time),Pitcher,Jackie Wyman,2,1,9,,,,
Detroit Tigers,Colorado Rockies,Sat Apr 06 2024 05:41:44 GMT-0700 (Pacific Daylight Time),Pitcher,Traci McDermott,6,4,5,,,,
Detroit Tigers,Colorado Rockies,Sat Apr 06 2024 05:41:44 GMT-0700 (Pacific Daylight Time),Pitcher,Muriel Padberg,6,3,9,,,,
Detroit Tigers,Colorado Rockies,Sat Apr 06 2024 05:41:44 GMT-0700 (Pacific Daylight Time),Pitcher,Rafael Windler,11,4,1,,,,
Detroit Tigers,Colorado Rockies,Sat Apr 06 2024 05:41:44 GMT-0700 (Pacific Daylight Time),Pitcher,Paul Murazik,12,3,14,,,,
Detroit Tigers,Colorado Rockies,Sat Apr 06 2024 05:41:44 GMT-0700 (Pacific Daylight Time),Hitter,Robyn Corkery,,,,1,2,1,0
Detroit Tigers,Milwaukee Brewers,Sun Apr 07 2024 14:01:08 GMT-0700 (Pacific Daylight Time),Pitcher,Marta Koepp I,0,2,1,,,,
Detroit Tigers,Milwaukee Brewers,Sun Apr 07 2024 14:01:08 GMT-0700 (Pacific Daylight Time),Pitcher,Raul Herzog,12,3,16,,,,
Detroit Tigers,Milwaukee Brewers,Sun Apr 07 2024 14:01:08 GMT-0700 (Pacific Daylight Time),Hitter,Christie Haley,,,,1,0,1,2
Detroit Tigers,Milwaukee Brewers,Sun Apr 07 2024 14:01:08 GMT-0700 (Pacific Daylight Time),Pitcher,Sadie Lueilwitz,9,2,18,,,,
Detroit Tigers,Milwaukee Brewers,Sun Apr 07 2024 14:01:08 GMT-0700 (Pacific Daylight Time),Pitcher,Winifred Ullrich,13,0,6,,,,
Detroit Tigers,Los Angeles Angels,Fri Apr 05 2024 12:24:18 GMT-0700 (Pacific Daylight Time),Pitcher,Florence Corkery,2,4,7,,,,
Detroit Tigers,Los Angeles Angels,Fri Apr 05 2024 12:24:18 GMT-0700 (Pacific Daylight Time),Hitter,Kristin Carroll DDS,,,,4,1,2,1
Detroit Tigers,Los Angeles Angels,Fri Apr 05 2024 12:24:18 GMT-0700 (Pacific Daylight Time),Hitter,Louise Carter,,,,3,3,2,0
Detroit Tigers,Los Angeles Angels,Fri Apr 05 2024 12:24:18 GMT-0700 (Pacific Daylight Time),Pitcher,Jane Cremin,6,4,19,,,,
Detroit Tigers,Los Angeles Angels,Fri Apr 05 2024 12:24:18 GMT-0700 (Pacific Daylight Time),Pitcher,Cynthia Lubowitz,1,1,5,,,,
New York Yankees,Chicago White Sox,Mon Apr 08 2024 08:08:30 GMT-0700 (Pacific Daylight Time),Hitter,Gordon Medhurst,,,,1,0,1,0
New York Yankees,Chicago White Sox,Mon Apr 08 2024 08:08:30 GMT-0700 (Pacific Daylight Time),Pitcher,Pedro O'Hara,14,4,6,,,,
New York Yankees,Chicago White Sox,Mon Apr 08 2024 08:08:30 GMT-0700 (Pacific Daylight Time),Pitcher,Estelle Armstrong Sr.,13,4,19,,,,
New York Yankees,Chicago White Sox,Mon Apr 08 2024 08:08:30 GMT-0700 (Pacific Daylight Time),Hitter,Cameron Hackett DDS,,,,2,3,0,2
New York Yankees,Chicago White Sox,Mon Apr 08 2024 08:08:30 GMT-0700 (Pacific Daylight Time),Hitter,Juanita Ortiz,,,,0,1,0,1
New York Yankees,Washington Nationals,Fri Apr 05 2024 08:23:41 GMT-0700 (Pacific Daylight Time),Hitter,Cora Jenkins,,,,5,1,2,2
New York Yankees,Washington Nationals,Fri Apr 05 2024 08:23:41 GMT-0700 (Pacific Daylight Time),Pitcher,Colin Hagenes,12,4,5,,,,
New York Yankees,Washington Nationals,Fri Apr 05 2024 08:23:41 GMT-0700 (Pacific Daylight Time),Hitter,Amber Ferry,,,,3,1,1,2
New York Yankees,Washington Nationals,Fri Apr 05 2024 08:23:41 GMT-0700 (Pacific Daylight Time),Hitter,Roberto Pollich,,,,4,1,2,1
New York Yankees,Washington Nationals,Fri Apr 05 2024 08:23:41 GMT-0700 (Pacific Daylight Time),Pitcher,Jon Hoppe,6,2,16,,,,
New York Yankees,Texas Rangers,Sun Apr 07 2024 00:44:02 GMT-0700 (Pacific Daylight Time),Pitcher,Oscar Gleichner,2,3,8,,,,
New York Yankees,Texas Rangers,Sun Apr 07 2024 00:44:02 GMT-0700 (Pacific Daylight Time),Pitcher,Hector Pfeffer,4,3,0,,,,
New York Yankees,Texas Rangers,Sun Apr 07 2024 00:44:02 GMT-0700 (Pacific Daylight Time),Hitter,Wilson Corwin,,,,4,0,1,0
New York Yankees,Texas Rangers,Sun Apr 07 2024 00:44:02 GMT-0700 (Pacific Daylight Time),Hitter,Joanna Reynolds,,,,0,3,1,0
New York Yankees,Texas Rangers,Sun Apr 07 2024 00:44:02 GMT-0700 (Pacific Daylight Time),Hitter,Aaron Aufderhar,,,,0,1,0,2
New York Yankees,Seattle Mariners,Mon Apr 08 2024 08:26:54 GMT-0700 (Pacific Daylight Time),Hitter,Chris Wiza,,,,2,2,0,2
New York Yankees,Seattle Mariners,Mon Apr 08 2024 08:26:54 GMT-0700 (Pacific Daylight Time),Hitter,Juana Swift,,,,2,0,2,1
New York Yankees,Seattle Mariners,Mon Apr 08 2024 08:26:54 GMT-0700 (Pacific Daylight Time),Pitcher,Dustin Friesen,15,1,4,,,,
New York Yankees,Seattle Mariners,Mon Apr 08 2024 08:26:54 GMT-0700 (Pacific Daylight Time),Hitter,Valerie Hilll,,,,1,0,1,0
New York Yankees,Seattle Mariners,Mon Apr 08 2024 08:26:54 GMT-0700 (Pacific Daylight Time),Hitter,Beth Kemmer,,,,4,2,1,0
New York Yankees,Toronto Blue Jays,Sun Apr 07 2024 05:03:52 GMT-0700 (Pacific Daylight Time),Hitter,Katherine Reynolds,,,,2,0,1,0
New York Yankees,Toronto Blue Jays,Sun Apr 07 2024 05:03:52 GMT-0700 (Pacific Daylight Time),Hitter,Caroline Schmitt,,,,2,0,1,1
New York Yankees,Toronto Blue Jays,Sun Apr 07 2024 05:03:52 GMT-0700 (Pacific Daylight Time),Pitcher,Marjorie Bergstrom,13,1,5,,,,
New York Yankees,Toronto Blue Jays,Sun Apr 07 2024 05:03:52 GMT-0700 (Pacific Daylight Time),Pitcher,Gabriel Prosacco,12,3,13,,,,
New York Yankees,Toronto Blue Jays,Sun Apr 07 2024 05:03:52 GMT-0700 (Pacific Daylight Time),Hitter,Laverne Feil,,,,2,3,0,2
New York Yankees,Philadelphia Phillies,Mon Apr 08 2024 09:28:16 GMT-0700 (Pacific Daylight Time),Hitter,Rick McLaughlin,,,,3,0,0,0
New York Yankees,Philadelphia Phillies,Mon Apr 08 2024 09:28:16 GMT-0700 (Pacific Daylight Time),Hitter,Dorothy Luettgen,,,,0,0,1,2
New York Yankees,Philadelphia Phillies,Mon Apr 08 2024 09:28:16 GMT-0700 (Pacific Daylight Time),Pitcher,Ken Hessel,12,0,18,,,,
New York Yankees,Philadelphia Phillies,Mon Apr 08 2024 09:28:16 GMT-0700 (Pacific Daylight Time),Hitter,Miss Ashley Cummings,,,,1,0,1,2
New York Yankees,Philadelphia Phillies,Mon Apr 08 2024 09:28:16 GMT-0700 (Pacific Daylight Time),Hitter,Felicia Rath,,,,4,2,2,1
New York Yankees,Los Angeles Angels,Sun Apr 07 2024 04:58:08 GMT-0700 (Pacific Daylight Time),Hitter,Sophia Erdman,,,,0,2,2,2
New York Yankees,Los Angeles Angels,Sun Apr 07 2024 04:58:08 GMT-0700 (Pacific Daylight Time),Hitter,Ken Nikolaus,,,,1,1,1,1
New York Yankees,Los Angeles Angels,Sun Apr 07 2024 04:58:08 GMT-0700 (Pacific Daylight Time),Pitcher,Adam Buckridge,3,0,17,,,,
New York Yankees,Los Angeles Angels,Sun Apr 07 2024 04:58:08 GMT-0700 (Pacific Daylight Time),Pitcher,Lorene Brown,4,3,17,,,,
New York Yankees,Los Angeles Angels,Sun Apr 07 2024 04:58:08 GMT-0700 (Pacific Daylight Time),Pitcher,Julian Marvin,11,2,12,,,,
New York Yankees,Oakland Athletics,Fri Apr 05 2024 11:08:11 GMT-0700 (Pacific Daylight Time),Pitcher,Mandy Wilkinson,5,0,18,,,,
New York Yankees,Oakland Athletics,Fri Apr 05 2024 11:08:11 GMT-0700 (Pacific Daylight Time),Pitcher,Chad Schiller,2,3,2,,,,
New York Yankees,Oakland Athletics,Fri Apr 05 2024 11:08:11 GMT-0700 (Pacific Daylight Time),Pitcher,Bennie Schimmel,10,2,3,,,,
New York Yankees,Oakland Athletics,Fri Apr 05 2024 11:08:11 GMT-0700 (Pacific Daylight Time),Pitcher,Cary Zieme,8,3,9,,,,
New York Yankees,Oakland Athletics,Fri Apr 05 2024 11:08:11 GMT-0700 (Pacific Daylight Time),Pitcher,Seth Rolfson,3,2,18,,,,
New York Yankees,Minnesota Twins,Sun Apr 07 2024 11:22:59 GMT-0700 (Pacific Daylight Time),Hitter,Cheryl Spinka,,,,0,2,2,1
New York Yankees,Minnesota Twins,Sun Apr 07 2024 11:22:59 GMT-0700 (Pacific Daylight Time),Pitcher,Norma Tromp V,8,3,16,,,,
New York Yankees,Minnesota Twins,Sun Apr 07 2024 11:22:59 GMT-0700 (Pacific Daylight Time),Hitter,Jimmie Treutel,,,,2,2,0,1
New York Yankees,Minnesota Twins,Sun Apr 07 2024 11:22:59 GMT-0700 (Pacific Daylight Time),Hitter,Margaret Quigley,,,,5,0,2,0
New York Yankees,Minnesota Twins,Sun Apr 07 2024 11:22:59 GMT-0700 (Pacific Daylight Time),Pitcher,Ms. Sherman Wolf,5,3,1,,,,
Tampa Bay Rays,Arizona Diamondbacks,Fri Apr 05 2024 19:01:39 GMT-0700 (Pacific Daylight Time),Pitcher,Lynette Beahan,7,4,12,,,,
Tampa Bay Rays,Arizona Diamondbacks,Fri Apr 05 2024 19:01:39 GMT-0700 (Pacific Daylight Time),Hitter,Susie Turner,,,,5,1,1,0
Tampa Bay Rays,Arizona Diamondbacks,Fri Apr 05 2024 19:01:39 GMT-0700 (Pacific Daylight Time),Hitter,Guadalupe Schroeder,,,,0,3,2,2
Tampa Bay Rays,Arizona Diamondbacks,Fri Apr 05 2024 19:01:39 GMT-0700 (Pacific Daylight Time),Hitter,Becky Russel,,,,1,0,2,2
Tampa Bay Rays,Arizona Diamondbacks,Fri Apr 05 2024 19:01:39 GMT-0700 (Pacific Daylight Time),Hitter,Kent Considine,,,,4,1,1,0
Tampa Bay Rays,Pittsburgh Pirates,Tue Apr 09 2024 05:59:34 GMT-0700 (Pacific Daylight Time),Hitter,Robyn Collier,,,,0,2,0,2
Tampa Bay Rays,Pittsburgh Pirates,Tue Apr 09 2024 05:59:34 GMT-0700 (Pacific Daylight Time),Pitcher,Sean Lind,13,2,13,,,,
Tampa Bay Rays,Pittsburgh Pirates,Tue Apr 09 2024 05:59:34 GMT-0700 (Pacific Daylight Time),Hitter,Kristie Casper,,,,5,0,0,0
Tampa Bay Rays,Pittsburgh Pirates,Tue Apr 09 2024 05:59:34 GMT-0700 (Pacific Daylight Time),Pitcher,Orville Dietrich III,10,2,16,,,,
Tampa Bay Rays,Pittsburgh Pirates,Tue Apr 09 2024 05:59:34 GMT-0700 (Pacific Daylight Time),Pitcher,Noel Greenfelder,8,0,11,,,,
Tampa Bay Rays,Chicago Cubs,Sat Apr 06 2024 16:21:18 GMT-0700 (Pacific Daylight Time),Hitter,Margie Grimes,,,,0,1,2,1
Tampa Bay Rays,Chicago Cubs,Sat Apr 06 2024 16:21:18 GMT-0700 (Pacific Daylight Time),Hitter,Mr. Sandra Kertzmann,,,,0,3,2,2
Tampa Bay Rays,Chicago Cubs,Sat Apr 06 2024 16:21:18 GMT-0700 (Pacific Daylight Time),Hitter,Mrs. Tina Kiehn,,,,5,2,1,0
Tampa Bay Rays,Chicago Cubs,Sat Apr 06 2024 16:21:18 GMT-0700 (Pacific Daylight Time),Pitcher,Henrietta Harris,15,3,3,,,,
Tampa Bay Rays,Chicago Cubs,Sat Apr 06 2024 16:21:18 GMT-0700 (Pacific Daylight Time),Pitcher,Jeanne Thiel,4,5,8,,,,
Tampa Bay Rays,Atlanta Braves,Mon Apr 08 2024 05:57:18 GMT-0700 (Pacific Daylight Time),Pitcher,Maggie Yundt,9,5,19,,,,
Tampa Bay Rays,Atlanta Braves,Mon Apr 08 2024 05:57:18 GMT-0700 (Pacific Daylight Time),Hitter,Miss Nadine Zemlak,,,,3,3,0,2
Tampa Bay Rays,Atlanta Braves,Mon Apr 08 2024 05:57:18 GMT-0700 (Pacific Daylight Time),Hitter,Sammy Beier,,,,2,0,0,0
Tampa Bay Rays,Atlanta Braves,Mon Apr 08 2024 05:57:18 GMT-0700 (Pacific Daylight Time),Hitter,Jodi Schmitt,,,,3,1,2,0
Tampa Bay Rays,Atlanta Braves,Mon Apr 08 2024 05:57:18 GMT-0700 (Pacific Daylight Time),Hitter,Genevieve Davis,,,,1,2,1,2
Tampa Bay Rays,Toronto Blue Jays,Tue Apr 09 2024 06:57:57 GMT-0700 (Pacific Daylight Time),Pitcher,Darnell Reilly,10,4,15,,,,
Tampa Bay Rays,Toronto Blue Jays,Tue Apr 09 2024 06:57:57 GMT-0700 (Pacific Daylight Time),Pitcher,Keith Mohr V,13,0,9,,,,
Tampa Bay Rays,Toronto Blue Jays,Tue Apr 09 2024 06:57:57 GMT-0700 (Pacific Daylight Time),Hitter,Margaret Mayert,,,,4,1,2,1
Tampa Bay Rays,Toronto Blue Jays,Tue Apr 09 2024 06:57:57 GMT-0700 (Pacific Daylight Time),Hitter,Mr. Charlotte Nikolaus,,,,2,2,1,0
Tampa Bay Rays,Toronto Blue Jays,Tue Apr 09 2024 06:57:57 GMT-0700 (Pacific Daylight Time),Hitter,Gilbert Macejkovic,,,,5,3,0,2
Tampa Bay Rays,Kansas City Royals,Sat Apr 06 2024 13:19:52 GMT-0700 (Pacific Daylight Time),Pitcher,Joanna Jacobson,0,2,17,,,,
Tampa Bay Rays,Kansas City Royals,Sat Apr 06 2024 13:19:52 GMT-0700 (Pacific Daylight Time),Hitter,Julio White,,,,1,2,0,0
Tampa Bay Rays,Kansas City Royals,Sat Apr 06 2024 13:19:52 GMT-0700 (Pacific Daylight Time),Pitcher,Seth Schneider,4,2,5,,,,
Tampa Bay Rays,Kansas City Royals,Sat Apr 06 2024 13:19:52 GMT-0700 (Pacific Daylight Time),Pitcher,Wilson Jenkins,6,1,3,,,,
Tampa Bay Rays,Kansas City Royals,Sat Apr 06 2024 13:19:52 GMT-0700 (Pacific Daylight Time),Hitter,Sidney Krajcik,,,,5,0,0,0
Tampa Bay Rays,Colorado Rockies,Mon Apr 08 2024 06:41:35 GMT-0700 (Pacific Daylight Time),Pitcher,Dr. Johnnie Schumm,7,3,16,,,,
Tampa Bay Rays,Colorado Rockies,Mon Apr 08 2024 06:41:35 GMT-0700 (Pacific Daylight Time),Pitcher,Rachael Waelchi,14,2,2,,,,
Tampa Bay Rays,Colorado Rockies,Mon Apr 08 2024 06:41:35 GMT-0700 (Pacific Daylight Time),Pitcher,Kent Schiller,4,1,12,,,,
Tampa Bay Rays,Colorado Rockies,Mon Apr 08 2024 06:41:35 GMT-0700 (Pacific Daylight Time),Pitcher,Stuart Effertz,12,1,10,,,,
Tampa Bay Rays,Colorado Rockies,Mon Apr 08 2024 06:41:35 GMT-0700 (Pacific Daylight Time),Pitcher,Ms. Chad Welch,5,4,18,,,,
Tampa Bay Rays,Milwaukee Brewers,Sat Apr 06 2024 09:10:11 GMT-0700 (Pacific Daylight Time),Hitter,Jamie Considine,,,,1,2,0,1
Tampa Bay Rays,Milwaukee Brewers,Sat Apr 06 2024 09:10:11 GMT-0700 (Pacific Daylight Time),Hitter,Dr. Roosevelt Hansen,,,,3,1,0,0
Tampa Bay Rays,Milwaukee Brewers,Sat Apr 06 2024 09:10:11 GMT-0700 (Pacific Daylight Time),Pitcher,Billie O'Conner MD,9,0,13,,,,
Tampa Bay Rays,Milwaukee Brewers,Sat Apr 06 2024 09:10:11 GMT-0700 (Pacific Daylight Time),Pitcher,Alberta Waelchi,4,4,11,,,,
Tampa Bay Rays,Milwaukee Brewers,Sat Apr 06 2024 09:10:11 GMT-0700 (Pacific Daylight Time),Hitter,Damon Kuhic,,,,0,1,2,2
Tampa Bay Rays,Oakland Athletics,Sun Apr 07 2024 19:37:51 GMT-0700 (Pacific Daylight Time),Pitcher,Cecilia MacGyver,7,5,12,,,,
Tampa Bay Rays,Oakland Athletics,Sun Apr 07 2024 19:37:51 GMT-0700 (Pacific Daylight Time),Pitcher,Irving Walker DDS,2,5,0,,,,
Tampa Bay Rays,Oakland Athletics,Sun Apr 07 2024 19:37:51 GMT-0700 (Pacific Daylight Time),Hitter,Tonya West,,,,2,3,2,2
Tampa Bay Rays,Oakland Athletics,Sun Apr 07 2024 19:37:51 GMT-0700 (Pacific Daylight Time),Pitcher,Kerry Stracke,8,1,6,,,,
Tampa Bay Rays,Oakland Athletics,Sun Apr 07 2024 19:37:51 GMT-0700 (Pacific Daylight Time),Pitcher,Sheldon Hoeger,10,5,7,,,,
San Diego Padres,Arizona Diamondbacks,Mon Apr 08 2024 00:05:47 GMT-0700 (Pacific Daylight Time),Hitter,Myron Kautzer,,,,2,0,0,2
San Diego Padres,Arizona Diamondbacks,Mon Apr 08 2024 00:05:47 GMT-0700 (Pacific Daylight Time),Hitter,Angelo Rosenbaum V,,,,2,2,0,1
San Diego Padres,Arizona Diamondbacks,Mon Apr 08 2024 00:05:47 GMT-0700 (Pacific Daylight Time),Hitter,Dr. Mandy Ernser,,,,4,0,0,1
San Diego Padres,Arizona Diamondbacks,Mon Apr 08 2024 00:05:47 GMT-0700 (Pacific Daylight Time),Pitcher,Wayne Parker,7,0,5,,,,
San Diego Padres,Arizona Diamondbacks,Mon Apr 08 2024 00:05:47 GMT-0700 (Pacific Daylight Time),Hitter,Vivian Bergstrom Jr.,,,,2,1,1,1
San Diego Padres,Chicago White Sox,Fri Apr 05 2024 06:49:36 GMT-0700 (Pacific Daylight Time),Hitter,Victoria Stokes,,,,1,1,1,2
San Diego Padres,Chicago White Sox,Fri Apr 05 2024 06:49:36 GMT-0700 (Pacific Daylight Time),Pitcher,Hilda Wilderman,8,2,5,,,,
San Diego Padres,Chicago White Sox,Fri Apr 05 2024 06:49:36 GMT-0700 (Pacific Daylight Time),Pitcher,Raquel Collins Jr.,6,4,6,,,,
San Diego Padres,Chicago White Sox,Fri Apr 05 2024 06:49:36 GMT-0700 (Pacific Daylight Time),Hitter,Richard Lynch,,,,2,2,2,1
San Diego Padres,Chicago White Sox,Fri Apr 05 2024 06:49:36 GMT-0700 (Pacific Daylight Time),Hitter,Ms. Kara Harber,,,,2,3,1,0
San Diego Padres,Pittsburgh Pirates,Sat Apr 06 2024 14:12:55 GMT-0700 (Pacific Daylight Time),Pitcher,Evan Abshire Jr.,12,3,11,,,,
San Diego Padres,Pittsburgh Pirates,Sat Apr 06 2024 14:12:55 GMT-0700 (Pacific Daylight Time),Hitter,Zachary Yost,,,,4,1,0,2
San Diego Padres,Pittsburgh Pirates,Sat Apr 06 2024 14:12:55 GMT-0700 (Pacific Daylight Time),Pitcher,Olga Grant,0,3,0,,,,
San Diego Padres,Pittsburgh Pirates,Sat Apr 06 2024 14:12:55 GMT-0700 (Pacific Daylight Time),Pitcher,Nicholas Volkman,10,0,17,,,,
San Diego Padres,Pittsburgh Pirates,Sat Apr 06 2024 14:12:55 GMT-0700 (Pacific Daylight Time),Pitcher,Kent Schmeler Jr.,9,2,0,,,,
San Diego Padres,Chicago Cubs,Mon Apr 08 2024 23:06:43 GMT-0700 (Pacific Daylight Time),Hitter,Dr. Jana Wuckert,,,,0,0,2,0
San Diego Padres,Chicago Cubs,Mon Apr 08 2024 23:06:43 GMT-0700 (Pacific Daylight Time),Pitcher,Sean Conn,1,1,14,,,,
San Diego Padres,Chicago Cubs,Mon Apr 08 2024 23:06:43 GMT-0700 (Pacific Daylight Time),Pitcher,Oliver Bins,13,5,11,,,,
San Diego Padres,Chicago Cubs,Mon Apr 08 2024 23:06:43 GMT-0700 (Pacific Daylight Time),Hitter,Nettie Hand,,,,1,1,2,1
San Diego Padres,Chicago Cubs,Mon Apr 08 2024 23:06:43 GMT-0700 (Pacific Daylight Time),Hitter,Mr. Colin Johnson,,,,5,2,1,2
San Diego Padres,Seattle Mariners,Fri Apr 05 2024 22:23:22 GMT-0700 (Pacific Daylight Time),Hitter,Mrs. Rachel Daniel,,,,5,1,2,0
San Diego Padres,Seattle Mariners,Fri Apr 05 2024 22:23:22 GMT-0700 (Pacific Daylight Time),Hitter,Don Nikolaus,,,,1,1,1,1
San Diego Padres,Seattle Mariners,Fri Apr 05 2024 22:23:22 GMT-0700 (Pacific Daylight Time),Hitter,Virginia Ryan,,,,2,1,1,2
San Diego Padres,Seattle Mariners,Fri Apr 05 2024 22:23:22 GMT-0700 (Pacific Daylight Time),Pitcher,Lee Stracke,2,2,14,,,,
San Diego Padres,Seattle Mariners,Fri Apr 05 2024 22:23:22 GMT-0700 (Pacific Daylight Time),Pitcher,Marta Quigley,14,1,8,,,,
San Diego Padres,Toronto Blue Jays,Mon Apr 08 2024 02:37:41 GMT-0700 (Pacific Daylight Time),Hitter,Minnie McGlynn,,,,3,1,2,2
San Diego Padres,Toronto Blue Jays,Mon Apr 08 2024 02:37:41 GMT-0700 (Pacific Daylight Time),Pitcher,Madeline Haag,2,2,8,,,,
San Diego Padres,Toronto Blue Jays,Mon Apr 08 2024 02:37:41 GMT-0700 (Pacific Daylight Time),Pitcher,Miss Catherine Roberts,5,3,1,,,,
San Diego Padres,Toronto Blue Jays,Mon Apr 08 2024 02:37:41 GMT-0700 (Pacific Daylight Time),Hitter,Ron Bartell,,,,2,0,1,1
San Diego Padres,Toronto Blue Jays,Mon Apr 08 2024 02:37:41 GMT-0700 (Pacific Daylight Time),Pitcher,Mattie Zulauf,2,0,15,,,,
San Diego Padres,Cleveland Guardians,Sat Apr 06 2024 01:41:22 GMT-0700 (Pacific Daylight Time),Hitter,Alvin Wisoky,,,,0,3,1,2
San Diego Padres,Cleveland Guardians,Sat Apr 06 2024 01:41:22 GMT-0700 (Pacific Daylight Time),Pitcher,Tonya Ondricka,15,0,1,,,,
San Diego Padres,Cleveland Guardians,Sat Apr 06 2024 01:41:22 GMT-0700 (Pacific Daylight Time),Hitter,Jeff Keeling,,,,1,2,1,1
San Diego Padres,Cleveland Guardians,Sat Apr 06 2024 01:41:22 GMT-0700 (Pacific Daylight Time),Pitcher,Desiree Casper,11,0,3,,,,
San Diego Padres,Cleveland Guardians,Sat Apr 06 2024 01:41:22 GMT-0700 (Pacific Daylight Time),Hitter,Ronald Murazik,,,,5,0,0,0
San Diego Padres,Los Angeles Angels,Mon Apr 08 2024 09:42:21 GMT-0700 (Pacific Daylight Time),Pitcher,Johanna Will,15,3,19,,,,
San Diego Padres,Los Angeles Angels,Mon Apr 08 2024 09:42:21 GMT-0700 (Pacific Daylight Time),Pitcher,Kyle Auer,9,2,1,,,,
San Diego Padres,Los Angeles Angels,Mon Apr 08 2024 09:42:21 GMT-0700 (Pacific Daylight Time),Pitcher,Kelly Emmerich IV,2,5,20,,,,
San Diego Padres,Los Angeles Angels,Mon Apr 08 2024 09:42:21 GMT-0700 (Pacific Daylight Time),Hitter,Leon Wintheiser,,,,2,3,0,2
San Diego Padres,Los Angeles Angels,Mon Apr 08 2024 09:42:21 GMT-0700 (Pacific Daylight Time),Hitter,Stephanie Deckow,,,,4,0,2,2
San Diego Padres,Oakland Athletics,Fri Apr 05 2024 17:56:37 GMT-0700 (Pacific Daylight Time),Hitter,Wilson Kling,,,,2,0,2,2
San Diego Padres,Oakland Athletics,Fri Apr 05 2024 17:56:37 GMT-0700 (Pacific Daylight Time),Hitter,Miss Derek Jacobson,,,,1,3,0,2
San Diego Padres,Oakland Athletics,Fri Apr 05 2024 17:56:37 GMT-0700 (Pacific Daylight Time),Hitter,Alfred Douglas,,,,4,3,2,2
San Diego Padres,Oakland Athletics,Fri Apr 05 2024 17:56:37 GMT-0700 (Pacific Daylight Time),Pitcher,Ella Hermann,8,0,10,,,,
San Diego Padres,Oakland Athletics,Fri Apr 05 2024 17:56:37 GMT-0700 (Pacific Daylight Time),Hitter,Dr. Moses Kshlerin,,,,4,2,2,2
Arizona Diamondbacks,Pittsburgh Pirates,Tue Apr 09 2024 02:19:35 GMT-0700 (Pacific Daylight Time),Pitcher,Priscilla Williamson,3,0,15,,,,
Arizona Diamondbacks,Pittsburgh Pirates,Tue Apr 09 2024 02:19:35 GMT-0700 (Pacific Daylight Time),Pitcher,Darrin Padberg,10,2,15,,,,
Arizona Diamondbacks,Pittsburgh Pirates,Tue Apr 09 2024 02:19:35 GMT-0700 (Pacific Daylight Time),Pitcher,Marilyn Stiedemann,11,5,18,,,,
Arizona Diamondbacks,Pittsburgh Pirates,Tue Apr 09 2024 02:19:35 GMT-0700 (Pacific Daylight Time),Pitcher,Krystal Deckow,13,5,17,,,,
Arizona Diamondbacks,Pittsburgh Pirates,Tue Apr 09 2024 02:19:35 GMT-0700 (Pacific Daylight Time),Hitter,Erma Kohler,,,,4,2,0,2
Arizona Diamondbacks,Chicago Cubs,Sat Apr 06 2024 16:38:16 GMT-0700 (Pacific Daylight Time),Hitter,Charles Larson,,,,3,1,2,1
Arizona Diamondbacks,Chicago Cubs,Sat Apr 06 2024 16:38:16 GMT-0700 (Pacific Daylight Time),Hitter,Carrie Muller,,,,3,1,0,1
Arizona Diamondbacks,Chicago Cubs,Sat Apr 06 2024 16:38:16 GMT-0700 (Pacific Daylight Time),Pitcher,Israel Hilpert MD,4,3,16,,,,
Arizona Diamondbacks,Chicago Cubs,Sat Apr 06 2024 16:38:16 GMT-0700 (Pacific Daylight Time),Hitter,Dr. Fannie Schulist,,,,4,0,1,2
Arizona Diamondbacks,Chicago Cubs,Sat Apr 06 2024 16:38:16 GMT-0700 (Pacific Daylight Time),Hitter,Lucy Olson,,,,1,2,0,0
